Code	Country	variable	value
92	British Virgin Islands	1850	0
136	Cayman Islands	1850	0
192	Cuba	1850	0
212	Dominica	1850	0
214	Dominican Republic	1850	0
308	Grenada	1850	0
312	Guadeloupe	1850	0
332	Haiti	1850	0
388	Jamaica	1850	0
474	Martinique	1850	0
500	Montserrat	1850	0
630	Puerto Rico	1850	0
662	Saint Lucia	1850	0
670	Saint Vincent and the Grenadines	1850	0
780	Trinidad and Tobago	1850	0
84	Belize	1850	0
188	Costa Rica	1850	0
222	El Salvador	1850	0
320	Guatemala	1850	0
340	Honduras	1850	0
484	Mexico	1850	0
558	Nicaragua	1850	0
591	Panama	1850	0
32	Argentina	1850	0
68	Bolivia (Plurinational State of)	1850	0
76	Brazil	1850	0
152	Chile	1850	0
170	Colombia	1850	0
218	Ecuador	1850	0
238	Falkland Islands (Malvinas)	1850	0
254	French Guiana	1850	0
328	Guyana	1850	0
600	Paraguay	1850	0
604	Peru	1850	0
740	Suriname	1850	0
858	Uruguay	1850	0
862	Venezuela (Bolivarian Republic of)	1850	0
36	Australia	1850	0
554	New Zealand	1850	0
242	Fiji	1850	0
540	New Caledonia	1850	0
598	Papua New Guinea	1850	0
90	Solomon Islands	1850	0
548	Vanuatu	1850	0
296	Kiribati	1850	0
584	Marshall Islands	1850	0
520	Nauru	1850	0
585	Palau	1850	0
184	Cook Islands	1850	0
258	French Polynesia	1850	0
570	Niue	1850	0
882	Samoa	1850	0
776	Tonga	1850	0
4	Afghanistan	1850	0
50	Bangladesh	1850	0
64	Bhutan	1850	0
356	India	1850	0
364	Iran (Islamic Republic of)	1850	0
462	Maldives	1850	0
524	Nepal	1850	0
586	Pakistan	1850	0
144	Sri Lanka	1850	0
156	China	1850	0
344	Hong Kong China	1850	0
446	China, Macao Special Administrative Region	1850	0
408	Democratic People's Republic of Korea	1850	0
392	Japan	1850	0
496	Mongolia	1850	0
410	Korea	1850	0
9002	Taiwan	1850	0
96	Brunei Darussalam	1850	0
116	Cambodia	1850	0
360	Indonesia	1850	0
418	Lao People's Democratic Republic	1850	0
458	Malaysia	1850	0
104	Myanmar	1850	0
608	Philippines	1850	0
702	Singapore	1850	0
764	Thailand	1850	0
704	Viet Nam	1850	0
51	Armenia	1850	1.13294e-05
31	Azerbaijan	1850	6.7266e-05
48	Bahrain	1850	0
196	Cyprus	1850	0
268	Georgia	1850	2.11995e-05
368	Iraq	1850	0
376	Israel	1850	0
400	Jordan	1850	0
414	Kuwait	1850	0
422	Lebanon	1850	0
275	Palestinian Authority	1850	0
512	Oman	1850	0
634	Qatar	1850	0
682	Saudi Arabia	1850	0
760	Syrian Arab Republic	1850	0
792	Turkey	1850	0
784	United Arab Emirates	1850	0
887	Yemen	1850	0
398	Kazakhstan	1850	0.000310527
417	Kyrgyzstan	1850	2.24818e-05
762	Tajikistan	1850	4.75923e-05
795	Turkmenistan	1850	8.20483e-05
860	Uzbekistan	1850	6.14615e-05
12	Algeria	1850	0
818	Egypt	1850	0
434	Libya	1850	0
504	Morocco	1850	0
788	Tunisia	1850	0
732	Western Sahara	1850	0
204	Benin	1850	0
854	Burkina Faso	1850	0
132	Cape Verde	1850	0
384	Cote d'Ivoire	1850	0
270	Gambia	1850	0
288	Ghana	1850	0
324	Guinea	1850	0
624	Guinea-Bissau	1850	0
430	Liberia	1850	0
466	Mali	1850	0
478	Mauritania	1850	0
562	Niger	1850	0
566	Nigeria	1850	0
654	Saint Helena	1850	0
686	Senegal	1850	0
694	Sierra Leone	1850	0
768	Togo	1850	0
24	Angola	1850	0
120	Cameroon	1850	0
140	Central African Republic	1850	0
148	Chad	1850	0
178	Congo	1850	0
180	Democratic Republic of the Congo	1850	0
226	Equatorial Guinea	1850	0
266	Gabon	1850	0
678	Sao Tome and Principe	1850	0
72	Botswana	1850	0
516	Namibia	1850	0
710	South Africa	1850	0
748	Swaziland	1850	0
108	Burundi	1850	0
174	Comoros	1850	0
262	Djibouti	1850	0
232	Eritrea	1850	0
404	Kenya	1850	0
450	Madagascar	1850	0
454	Malawi	1850	0
480	Mauritius	1850	0
508	Mozambique	1850	0
638	R_union	1850	0
646	Rwanda	1850	0
690	Seychelles	1850	0
706	Somalia	1850	0
800	Uganda	1850	0
834	United Republic of Tanzania	1850	0
894	Zambia	1850	0
716	Zimbabwe	1850	0
40	Austria	1860	0.401333
56	Belgium	1860	0.883774
250	France	1860	0.281443
276	Germany	1860	0.275542
442	Luxembourg	1860	0
528	Netherlands	1860	0.392374
756	Switzerland	1860	0.0330625
208	Denmark	1860	0.0872642
233	Estonia	1860	0
234	Faeroe Islands	1860	0
246	Finland	1860	0.00576564
352	Iceland	1860	0
372	Ireland	1860	0.0157022
428	Latvia	1860	0
440	Lithuania	1860	0
578	Norway	1860	0.0570265
752	Sweden	1860	0.0639027
826	United Kingdom	1860	1.88706
8	Albania	1860	0
20	Andorra	1860	0
70	Bosnia and Herzegovina	1860	0
191	Croatia	1860	0
292	Gibraltar	1860	0
300	Greece	1860	0
380	Italy	1860	0.000306737
470	Malta	1860	0
620	Portugal	1860	0
705	Slovenia	1860	0
724	Spain	1860	0.0336397
112	Belarus	1860	0.0017203
100	Bulgaria	1860	0
203	Czech Republic	1860	0.00111897
348	Hungary	1860	0.0511469
616	Poland	1860	0.136816
498	Republic of Moldova	1860	0.000717479
642	Romania	1860	0.000116421
643	Russian Federation	1860	0.00306501
703	Slovakia	1860	0.000503676
804	Ukraine	1860	0.0031253
60	Bermuda	1860	0
124	Canada	1860	0.0306093
304	Greenland	1860	0
666	Saint Pierre and Miquelon	1860	0
840	United States of America	1860	0.406008
28	Antigua and Barbuda	1860	0
44	Bahamas	1860	0
52	Barbados	1860	0
92	British Virgin Islands	1860	0
136	Cayman Islands	1860	0
192	Cuba	1860	0
212	Dominica	1860	0
214	Dominican Republic	1860	0
308	Grenada	1860	0
312	Guadeloupe	1860	0
332	Haiti	1860	0
388	Jamaica	1860	0
474	Martinique	1860	0
500	Montserrat	1860	0
630	Puerto Rico	1860	0
662	Saint Lucia	1860	0
670	Saint Vincent and the Grenadines	1860	0
780	Trinidad and Tobago	1860	0
84	Belize	1860	0
188	Costa Rica	1860	0
222	El Salvador	1860	0
320	Guatemala	1860	0
340	Honduras	1860	0
484	Mexico	1860	0
558	Nicaragua	1860	0
591	Panama	1860	0
32	Argentina	1860	0
68	Bolivia (Plurinational State of)	1860	0
76	Brazil	1860	0
152	Chile	1860	0
170	Colombia	1860	0
218	Ecuador	1860	0
238	Falkland Islands (Malvinas)	1860	0
254	French Guiana	1860	0
328	Guyana	1860	0
600	Paraguay	1860	0
604	Peru	1860	0
740	Suriname	1860	0
858	Uruguay	1860	0
862	Venezuela (Bolivarian Republic of)	1860	0
36	Australia	1860	0.0631628
554	New Zealand	1860	0
242	Fiji	1860	0
540	New Caledonia	1860	0
598	Papua New Guinea	1860	0
90	Solomon Islands	1860	0
548	Vanuatu	1860	0
296	Kiribati	1860	0
584	Marshall Islands	1860	0
520	Nauru	1860	0
585	Palau	1860	0
184	Cook Islands	1860	0
258	French Polynesia	1860	0
570	Niue	1860	0
882	Samoa	1860	0
776	Tonga	1860	0
4	Afghanistan	1860	0
50	Bangladesh	1860	0
64	Bhutan	1860	0
356	India	1860	0.000795082
364	Iran (Islamic Republic of)	1860	0
462	Maldives	1860	0
524	Nepal	1860	0
586	Pakistan	1860	0
144	Sri Lanka	1860	0
156	China	1860	0
344	Hong Kong China	1860	0
446	China, Macao Special Administrative Region	1860	0
408	Democratic People's Republic of Korea	1860	0
392	Japan	1860	0
496	Mongolia	1860	0
410	Korea	1860	0
9002	Taiwan	1860	0
96	Brunei Darussalam	1860	0
116	Cambodia	1860	0
360	Indonesia	1860	0
418	Lao People's Democratic Republic	1860	0
458	Malaysia	1860	0
104	Myanmar	1860	0
608	Philippines	1860	0
702	Singapore	1860	0
764	Thailand	1860	0
704	Viet Nam	1860	0
51	Armenia	1860	0.000359401
31	Azerbaijan	1860	0.00195754
48	Bahrain	1860	0
196	Cyprus	1860	0
268	Georgia	1860	0.000616938
368	Iraq	1860	0
376	Israel	1860	0
400	Jordan	1860	0
414	Kuwait	1860	0
422	Lebanon	1860	0
275	Palestinian Authority	1860	0
512	Oman	1860	0
634	Qatar	1860	0
682	Saudi Arabia	1860	0
760	Syrian Arab Republic	1860	0
792	Turkey	1860	0
784	United Arab Emirates	1860	0
887	Yemen	1860	0
398	Kazakhstan	1860	0.0118762
417	Kyrgyzstan	1860	0.000707278
762	Tajikistan	1860	0.00149725
795	Turkmenistan	1860	0.00258124
860	Uzbekistan	1860	0.00193358
12	Algeria	1860	0
818	Egypt	1860	0
434	Libya	1860	0
504	Morocco	1860	0
788	Tunisia	1860	0
732	Western Sahara	1860	0
204	Benin	1860	0
854	Burkina Faso	1860	0
132	Cape Verde	1860	0
384	Cote d'Ivoire	1860	0
270	Gambia	1860	0
288	Ghana	1860	0
324	Guinea	1860	0
624	Guinea-Bissau	1860	0
430	Liberia	1860	0
466	Mali	1860	0
478	Mauritania	1860	0
562	Niger	1860	0
566	Nigeria	1860	0
654	Saint Helena	1860	0
686	Senegal	1860	0
694	Sierra Leone	1860	0
768	Togo	1860	0
24	Angola	1860	0
120	Cameroon	1860	0
140	Central African Republic	1860	0
148	Chad	1860	0
178	Congo	1860	0
180	Democratic Republic of the Congo	1860	0
226	Equatorial Guinea	1860	0
266	Gabon	1860	0
678	Sao Tome and Principe	1860	0
72	Botswana	1860	0
516	Namibia	1860	0
710	South Africa	1860	0
748	Swaziland	1860	0
108	Burundi	1860	0
174	Comoros	1860	0
262	Djibouti	1860	0
232	Eritrea	1860	0
404	Kenya	1860	0
450	Madagascar	1860	0
454	Malawi	1860	0
480	Mauritius	1860	0
508	Mozambique	1860	0
638	R_union	1860	0
646	Rwanda	1860	0
690	Seychelles	1860	0
706	Somalia	1860	0
800	Uganda	1860	0
834	United Republic of Tanzania	1860	0
894	Zambia	1860	0
716	Zimbabwe	1860	0
40	Austria	1870	0.442715
56	Belgium	1870	1.35179
250	France	1870	0.366882
276	Germany	1870	0.533175
442	Luxembourg	1870	0
528	Netherlands	1870	0.372313
756	Switzerland	1870	0.091774
208	Denmark	1870	0.167903
233	Estonia	1870	0
234	Faeroe Islands	1870	0
246	Finland	1870	0.0134131
352	Iceland	1870	0
372	Ireland	1870	0.0157022
428	Latvia	1870	0
440	Lithuania	1870	0
578	Norway	1870	0.0980476
752	Sweden	1870	0.100412
826	United Kingdom	1870	2.29814
8	Albania	1870	0
20	Andorra	1870	0
70	Bosnia and Herzegovina	1870	0
191	Croatia	1870	0
292	Gibraltar	1870	0
300	Greece	1870	0.0150396
380	Italy	1870	0.027452
470	Malta	1870	0
620	Portugal	1870	0.00136688
705	Slovenia	1870	0
724	Spain	1870	0.0508282
112	Belarus	1870	0.00907288
100	Bulgaria	1870	0
203	Czech Republic	1870	0.0248937
348	Hungary	1870	0.113554
616	Poland	1870	0.269671
498	Republic of Moldova	1870	0.00378399
642	Romania	1870	0.00108944
643	Russian Federation	1870	0.0161462
703	Slovakia	1870	0.0116167
804	Ukraine	1870	0.0158752
60	Bermuda	1870	0
124	Canada	1870	0.0858072
304	Greenland	1870	0
666	Saint Pierre and Miquelon	1870	0
840	United States of America	1870	0.690818
28	Antigua and Barbuda	1870	0
44	Bahamas	1870	0
52	Barbados	1870	0
92	British Virgin Islands	1870	0
136	Cayman Islands	1870	0
192	Cuba	1870	0
212	Dominica	1870	0
214	Dominican Republic	1870	0
308	Grenada	1870	0
312	Guadeloupe	1870	0
332	Haiti	1870	0
388	Jamaica	1870	0
474	Martinique	1870	0
500	Montserrat	1870	0
630	Puerto Rico	1870	0
662	Saint Lucia	1870	0
670	Saint Vincent and the Grenadines	1870	0
780	Trinidad and Tobago	1870	0
84	Belize	1870	0
188	Costa Rica	1870	0
222	El Salvador	1870	0
320	Guatemala	1870	0
340	Honduras	1870	0
484	Mexico	1870	0
558	Nicaragua	1870	0
591	Panama	1870	0
32	Argentina	1870	0
68	Bolivia (Plurinational State of)	1870	0
76	Brazil	1870	0
152	Chile	1870	0
170	Colombia	1870	0
218	Ecuador	1870	0
238	Falkland Islands (Malvinas)	1870	0
254	French Guiana	1870	0
328	Guyana	1870	0
600	Paraguay	1870	0
604	Peru	1870	0
740	Suriname	1870	0
858	Uruguay	1870	0
862	Venezuela (Bolivarian Republic of)	1870	0
36	Australia	1870	0.0916411
554	New Zealand	1870	0
242	Fiji	1870	0
540	New Caledonia	1870	0
598	Papua New Guinea	1870	0
90	Solomon Islands	1870	0
548	Vanuatu	1870	0
296	Kiribati	1870	0
584	Marshall Islands	1870	0
520	Nauru	1870	0
585	Palau	1870	0
184	Cook Islands	1870	0
258	French Polynesia	1870	0
570	Niue	1870	0
882	Samoa	1870	0
776	Tonga	1870	0
4	Afghanistan	1870	0
50	Bangladesh	1870	0
64	Bhutan	1870	0
356	India	1870	0.000795082
364	Iran (Islamic Republic of)	1870	0
462	Maldives	1870	0
524	Nepal	1870	0
586	Pakistan	1870	0
144	Sri Lanka	1870	0
156	China	1870	0
344	Hong Kong China	1870	0
446	China, Macao Special Administrative Region	1870	0
408	Democratic People's Republic of Korea	1870	0
392	Japan	1870	0.000145573
496	Mongolia	1870	0
410	Korea	1870	0
9002	Taiwan	1870	0
96	Brunei Darussalam	1870	0
116	Cambodia	1870	0
360	Indonesia	1870	0
418	Lao People's Democratic Republic	1870	0
458	Malaysia	1870	0
104	Myanmar	1870	0
608	Philippines	1870	0
702	Singapore	1870	0
764	Thailand	1870	0
704	Viet Nam	1870	0
51	Armenia	1870	0.00195077
31	Azerbaijan	1870	0.0103241
48	Bahrain	1870	0
196	Cyprus	1870	0
268	Georgia	1870	0.00325374
368	Iraq	1870	0
376	Israel	1870	0
400	Jordan	1870	0
414	Kuwait	1870	0
422	Lebanon	1870	0
275	Palestinian Authority	1870	0
512	Oman	1870	0
634	Qatar	1870	0
682	Saudi Arabia	1870	0
760	Syrian Arab Republic	1870	0
792	Turkey	1870	0.00359141
784	United Arab Emirates	1870	0
887	Yemen	1870	0
398	Kazakhstan	1870	0.0686245
417	Kyrgyzstan	1870	0.00382836
762	Tajikistan	1870	0.00810433
795	Turkmenistan	1870	0.0139717
860	Uzbekistan	1870	0.0104661
12	Algeria	1870	0
818	Egypt	1870	0
434	Libya	1870	0
504	Morocco	1870	0
788	Tunisia	1870	0
732	Western Sahara	1870	0
204	Benin	1870	0
854	Burkina Faso	1870	0
132	Cape Verde	1870	0
384	Cote d'Ivoire	1870	0
270	Gambia	1870	0
288	Ghana	1870	0
324	Guinea	1870	0
624	Guinea-Bissau	1870	0
430	Liberia	1870	0
466	Mali	1870	0
478	Mauritania	1870	0
562	Niger	1870	0
566	Nigeria	1870	0
654	Saint Helena	1870	0
686	Senegal	1870	0
694	Sierra Leone	1870	0
768	Togo	1870	0
24	Angola	1870	0
120	Cameroon	1870	0
140	Central African Republic	1870	0
148	Chad	1870	0
178	Congo	1870	0
180	Democratic Republic of the Congo	1870	0
226	Equatorial Guinea	1870	0
266	Gabon	1870	0
678	Sao Tome and Principe	1870	0
72	Botswana	1870	0
516	Namibia	1870	0
710	South Africa	1870	0
748	Swaziland	1870	0
108	Burundi	1870	0
174	Comoros	1870	0
262	Djibouti	1870	0
232	Eritrea	1870	0
404	Kenya	1870	0
450	Madagascar	1870	0
454	Malawi	1870	0
480	Mauritius	1870	0
508	Mozambique	1870	0
638	R_union	1870	0
646	Rwanda	1870	0
690	Seychelles	1870	0
706	Somalia	1870	0
800	Uganda	1870	0
834	United Republic of Tanzania	1870	0
894	Zambia	1870	0
716	Zimbabwe	1870	0
40	Austria	1880	1.30039
56	Belgium	1880	1.50432
250	France	1880	0.535185
276	Germany	1880	0.781149
442	Luxembourg	1880	0
528	Netherlands	1880	0.535578
756	Switzerland	1880	0.161027
208	Denmark	1880	0.247477
233	Estonia	1880	0
234	Faeroe Islands	1880	0
246	Finland	1880	0.0132951
352	Iceland	1880	0
372	Ireland	1880	0.0184509
428	Latvia	1880	0
440	Lithuania	1880	0
578	Norway	1880	0.182191
752	Sweden	1880	0.192135
826	United Kingdom	1880	2.64498
8	Albania	1880	0
20	Andorra	1880	0
70	Bosnia and Herzegovina	1880	0
191	Croatia	1880	0
292	Gibraltar	1880	0
300	Greece	1880	0.0150396
380	Italy	1880	0.04888
470	Malta	1880	0
620	Portugal	1880	0.0504913
705	Slovenia	1880	0
724	Spain	1880	0.0692991
112	Belarus	1880	0.0303384
100	Bulgaria	1880	0
203	Czech Republic	1880	0.0746885
348	Hungary	1880	0.165068
616	Poland	1880	0.362094
498	Republic of Moldova	1880	0.0126532
642	Romania	1880	0.00132979
643	Russian Federation	1880	0.0508028
703	Slovakia	1880	0.0358125
804	Ukraine	1880	0.0488009
60	Bermuda	1880	0
124	Canada	1880	0.315203
304	Greenland	1880	0
666	Saint Pierre and Miquelon	1880	0
840	United States of America	1880	1.07206
28	Antigua and Barbuda	1880	0
44	Bahamas	1880	0
52	Barbados	1880	0
92	British Virgin Islands	1880	0
136	Cayman Islands	1880	0
192	Cuba	1880	0
212	Dominica	1880	0
214	Dominican Republic	1880	0
308	Grenada	1880	0
312	Guadeloupe	1880	0
332	Haiti	1880	0
388	Jamaica	1880	0
474	Martinique	1880	0
500	Montserrat	1880	0
630	Puerto Rico	1880	0
662	Saint Lucia	1880	0
670	Saint Vincent and the Grenadines	1880	0
780	Trinidad and Tobago	1880	0
84	Belize	1880	0
188	Costa Rica	1880	0
222	El Salvador	1880	0
320	Guatemala	1880	0
340	Honduras	1880	0
484	Mexico	1880	0
558	Nicaragua	1880	0
591	Panama	1880	0
32	Argentina	1880	0
68	Bolivia (Plurinational State of)	1880	0
76	Brazil	1880	0
152	Chile	1880	0
170	Colombia	1880	0
218	Ecuador	1880	0
238	Falkland Islands (Malvinas)	1880	0
254	French Guiana	1880	0
328	Guyana	1880	0
600	Paraguay	1880	0
604	Peru	1880	0
740	Suriname	1880	0
858	Uruguay	1880	0
862	Venezuela (Bolivarian Republic of)	1880	0
36	Australia	1880	0.259148
554	New Zealand	1880	0.358
242	Fiji	1880	0
540	New Caledonia	1880	0
598	Papua New Guinea	1880	0
90	Solomon Islands	1880	0
548	Vanuatu	1880	0
296	Kiribati	1880	0
584	Marshall Islands	1880	0
520	Nauru	1880	0
585	Palau	1880	0
184	Cook Islands	1880	0
258	French Polynesia	1880	0
570	Niue	1880	0
882	Samoa	1880	0
776	Tonga	1880	0
4	Afghanistan	1880	0
50	Bangladesh	1880	0
64	Bhutan	1880	0
356	India	1880	0.00220062
364	Iran (Islamic Republic of)	1880	0
462	Maldives	1880	0
524	Nepal	1880	0
586	Pakistan	1880	0
144	Sri Lanka	1880	0
156	China	1880	0
344	Hong Kong China	1880	0
446	China, Macao Special Administrative Region	1880	0
408	Democratic People's Republic of Korea	1880	0
392	Japan	1880	0.0174152
496	Mongolia	1880	0
410	Korea	1880	0
9002	Taiwan	1880	0
96	Brunei Darussalam	1880	0
116	Cambodia	1880	0
360	Indonesia	1880	0
418	Lao People's Democratic Republic	1880	0
458	Malaysia	1880	0
104	Myanmar	1880	0
608	Philippines	1880	0
702	Singapore	1880	0
764	Thailand	1880	0
704	Viet Nam	1880	0
51	Armenia	1880	0.00671335
31	Azerbaijan	1880	0.0345223
48	Bahrain	1880	0
196	Cyprus	1880	0
268	Georgia	1880	0.01088
368	Iraq	1880	0
376	Israel	1880	0
400	Jordan	1880	0
414	Kuwait	1880	0
422	Lebanon	1880	0
275	Palestinian Authority	1880	0
512	Oman	1880	0
634	Qatar	1880	0
682	Saudi Arabia	1880	0
760	Syrian Arab Republic	1880	0
792	Turkey	1880	0.00310572
784	United Arab Emirates	1880	0
887	Yemen	1880	0
398	Kazakhstan	1880	0.193166
417	Kyrgyzstan	1880	0.0131384
762	Tajikistan	1880	0.0278129
795	Turkmenistan	1880	0.047949
860	Uzbekistan	1880	0.0359181
12	Algeria	1880	0
818	Egypt	1880	0
434	Libya	1880	0
504	Morocco	1880	0
788	Tunisia	1880	0
732	Western Sahara	1880	0
204	Benin	1880	0
854	Burkina Faso	1880	0
132	Cape Verde	1880	0
384	Cote d'Ivoire	1880	0
270	Gambia	1880	0
288	Ghana	1880	0
324	Guinea	1880	0
624	Guinea-Bissau	1880	0
430	Liberia	1880	0
466	Mali	1880	0
478	Mauritania	1880	0
562	Niger	1880	0
566	Nigeria	1880	0
654	Saint Helena	1880	0
686	Senegal	1880	0
694	Sierra Leone	1880	0
768	Togo	1880	0
24	Angola	1880	0
120	Cameroon	1880	0
140	Central African Republic	1880	0
148	Chad	1880	0
178	Congo	1880	0
180	Democratic Republic of the Congo	1880	0
226	Equatorial Guinea	1880	0
266	Gabon	1880	0
678	Sao Tome and Principe	1880	0
72	Botswana	1880	0
516	Namibia	1880	0
710	South Africa	1880	0
748	Swaziland	1880	0
108	Burundi	1880	0
174	Comoros	1880	0
262	Djibouti	1880	0
232	Eritrea	1880	0
404	Kenya	1880	0
450	Madagascar	1880	0
454	Malawi	1880	0
480	Mauritius	1880	0
508	Mozambique	1880	0
638	R_union	1880	0
646	Rwanda	1880	0
690	Seychelles	1880	0
706	Somalia	1880	0
800	Uganda	1880	0
834	United Republic of Tanzania	1880	0
894	Zambia	1880	0
716	Zimbabwe	1880	0
40	Austria	1890	0.656691
56	Belgium	1890	1.79085
250	France	1890	0.671308
276	Germany	1890	1.19377
442	Luxembourg	1890	0
528	Netherlands	1890	0.614062
756	Switzerland	1890	0.267772
208	Denmark	1890	0.351787
233	Estonia	1890	0
234	Faeroe Islands	1890	0
246	Finland	1890	0.0243266
352	Iceland	1890	0
372	Ireland	1890	0.0184509
428	Latvia	1890	0
440	Lithuania	1890	0
578	Norway	1890	0.283358
752	Sweden	1890	0.320437
826	United Kingdom	1890	2.83559
8	Albania	1890	0
20	Andorra	1890	0
70	Bosnia and Herzegovina	1890	0.00200595
191	Croatia	1890	0.00493395
292	Gibraltar	1890	0
300	Greece	1890	0.0150396
380	Italy	1890	0.109954
470	Malta	1890	0
620	Portugal	1890	0.0874589
705	Slovenia	1890	0.00944927
724	Spain	1890	0.110096
112	Belarus	1890	0.0541444
100	Bulgaria	1890	0.00586346
203	Czech Republic	1890	0.118329
348	Hungary	1890	0.242675
616	Poland	1890	0.499956
498	Republic of Moldova	1890	0.0225818
642	Romania	1890	0.0202449
643	Russian Federation	1890	0.0854495
703	Slovakia	1890	0.0577251
804	Ukraine	1890	0.0801687
60	Bermuda	1890	0
124	Canada	1890	0.667532
304	Greenland	1890	0
666	Saint Pierre and Miquelon	1890	0
840	United States of America	1890	1.73692
28	Antigua and Barbuda	1890	0
44	Bahamas	1890	0
52	Barbados	1890	0
92	British Virgin Islands	1890	0
136	Cayman Islands	1890	0
192	Cuba	1890	0
212	Dominica	1890	0
214	Dominican Republic	1890	0
308	Grenada	1890	0
312	Guadeloupe	1890	0
332	Haiti	1890	0
388	Jamaica	1890	0
474	Martinique	1890	0
500	Montserrat	1890	0
630	Puerto Rico	1890	0
662	Saint Lucia	1890	0
670	Saint Vincent and the Grenadines	1890	0
780	Trinidad and Tobago	1890	0
84	Belize	1890	0
188	Costa Rica	1890	0
222	El Salvador	1890	0
320	Guatemala	1890	0
340	Honduras	1890	0
484	Mexico	1890	0
558	Nicaragua	1890	0
591	Panama	1890	0
32	Argentina	1890	0.105539
68	Bolivia (Plurinational State of)	1890	0
76	Brazil	1890	0
152	Chile	1890	0
170	Colombia	1890	0
218	Ecuador	1890	0
238	Falkland Islands (Malvinas)	1890	0
254	French Guiana	1890	0
328	Guyana	1890	0
600	Paraguay	1890	0
604	Peru	1890	0.000739454
740	Suriname	1890	0
858	Uruguay	1890	0
862	Venezuela (Bolivarian Republic of)	1890	0
36	Australia	1890	0.301702
554	New Zealand	1890	0.582
242	Fiji	1890	0
540	New Caledonia	1890	0
598	Papua New Guinea	1890	0
90	Solomon Islands	1890	0
548	Vanuatu	1890	0
296	Kiribati	1890	0
584	Marshall Islands	1890	0
520	Nauru	1890	0
585	Palau	1890	0
184	Cook Islands	1890	0
258	French Polynesia	1890	0
570	Niue	1890	0
882	Samoa	1890	0
776	Tonga	1890	0
4	Afghanistan	1890	0
50	Bangladesh	1890	0
64	Bhutan	1890	0
356	India	1890	0.00471344
364	Iran (Islamic Republic of)	1890	0
462	Maldives	1890	0
524	Nepal	1890	0
586	Pakistan	1890	0
144	Sri Lanka	1890	0
156	China	1890	0
344	Hong Kong China	1890	0
446	China, Macao Special Administrative Region	1890	0
408	Democratic People's Republic of Korea	1890	0
392	Japan	1890	0.0460114
496	Mongolia	1890	0
410	Korea	1890	0
9002	Taiwan	1890	0
96	Brunei Darussalam	1890	0
116	Cambodia	1890	0
360	Indonesia	1890	0.000119048
418	Lao People's Democratic Republic	1890	0
458	Malaysia	1890	0.000909091
104	Myanmar	1890	0
608	Philippines	1890	0
702	Singapore	1890	0
764	Thailand	1890	0
704	Viet Nam	1890	0
51	Armenia	1890	0.0123306
31	Azerbaijan	1890	0.0616113
48	Bahrain	1890	0
196	Cyprus	1890	0
268	Georgia	1890	0.0194174
368	Iraq	1890	0
376	Israel	1890	0
400	Jordan	1890	0
414	Kuwait	1890	0
422	Lebanon	1890	0
275	Palestinian Authority	1890	0
512	Oman	1890	0
634	Qatar	1890	0
682	Saudi Arabia	1890	0
760	Syrian Arab Republic	1890	0
792	Turkey	1890	0.00800948
784	United Arab Emirates	1890	0
887	Yemen	1890	0
398	Kazakhstan	1890	0.316222
417	Kyrgyzstan	1890	0.0240648
762	Tajikistan	1890	0.0509434
795	Turkmenistan	1890	0.0878255
860	Uzbekistan	1890	0.0657892
12	Algeria	1890	0
818	Egypt	1890	0
434	Libya	1890	0
504	Morocco	1890	0
788	Tunisia	1890	0
732	Western Sahara	1890	0
204	Benin	1890	0
854	Burkina Faso	1890	0
132	Cape Verde	1890	0
384	Cote d'Ivoire	1890	0
270	Gambia	1890	0
288	Ghana	1890	0
324	Guinea	1890	0
624	Guinea-Bissau	1890	0
430	Liberia	1890	0
466	Mali	1890	0
478	Mauritania	1890	0
562	Niger	1890	0
566	Nigeria	1890	0
654	Saint Helena	1890	0
686	Senegal	1890	0
694	Sierra Leone	1890	0
768	Togo	1890	0
24	Angola	1890	0
120	Cameroon	1890	0
140	Central African Republic	1890	0
148	Chad	1890	0
178	Congo	1890	0
180	Democratic Republic of the Congo	1890	0
226	Equatorial Guinea	1890	0
266	Gabon	1890	0
678	Sao Tome and Principe	1890	0
72	Botswana	1890	0
516	Namibia	1890	0
710	South Africa	1890	0.0273843
748	Swaziland	1890	0
108	Burundi	1890	0
174	Comoros	1890	0
262	Djibouti	1890	0
232	Eritrea	1890	0
404	Kenya	1890	0
450	Madagascar	1890	0
454	Malawi	1890	0
480	Mauritius	1890	0
508	Mozambique	1890	0
638	R_union	1890	0
646	Rwanda	1890	0
690	Seychelles	1890	0
706	Somalia	1890	0
800	Uganda	1890	0
834	United Republic of Tanzania	1890	0
894	Zambia	1890	0
716	Zimbabwe	1890	0
40	Austria	1900	1.25804
56	Belgium	1900	2.02501
250	France	1900	0.870772
276	Germany	1900	1.63972
442	Luxembourg	1900	0
528	Netherlands	1900	0.771117
756	Switzerland	1900	0.4672
208	Denmark	1900	0.56228
233	Estonia	1900	0
234	Faeroe Islands	1900	0
246	Finland	1900	0.0613282
352	Iceland	1900	0
372	Ireland	1900	0.0184509
428	Latvia	1900	0
440	Lithuania	1900	0
578	Norway	1900	0.50625
752	Sweden	1900	0.542362
826	United Kingdom	1900	3.02712
8	Albania	1900	0
20	Andorra	1900	0
70	Bosnia and Herzegovina	1900	0.0164431
191	Croatia	1900	0.0404444
292	Gibraltar	1900	0
300	Greece	1900	0.0229746
380	Italy	1900	0.117718
470	Malta	1900	0
620	Portugal	1900	0.119814
